*Action(SiteID=US|Country=JP|Currency=USD|Version=745|CC=UTF-8),*Category,*Title,U-title,X-category,X-combined,X-translation,U-title-completed,len(),U-size_for_ConditionDescription,url,costPrice + s/p,s/p,+word,PicURL,*StartPrice,ConditionID,CustomLabel,*Description,C:Brand,ConditionDescription,X-gender,X-condition,X-accessories,X-item_detail,X-staff_comment,X-color,X-model,X-material,X-manufactured,X-remark,X-condition_detail,X-actual_size_inch,X-actual_size_cm
Add,,,FILSON （フィルソン） ラギッドツイルラックサック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3059000178049136/c1235719/,20130,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_01_5504.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_02_1066.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_05_2393.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_06_7284.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_07_6189.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_08_951.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_09_3318.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_10_3115.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_03_2256.jpeg|https://www.trefac.jp/img/img_db/3059000178049136/w500/3059000178049136_04_5973.jpeg,,3000,,,FILSON （フィルソン）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,ブラウン（タン）,70262,,,少々スレ有,こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 13.39inch / 14.57inch / 4.33inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 34.0cm / 37.0cm / 11.0cm / cm / cm
Add,,,FILSON （フィルソン） リュック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1035007509248042/c1301264/,22330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_01_8195.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_02_3894.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_03_9593.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_04_6734.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_05_4555.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_06_7763.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_07_792.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_08_3810.jpeg|https://www.trefac.jp/img/img_db/1035007509248042/w500/1035007509248042_09_6771.jpeg,,3000,,,FILSON （フィルソン）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,オリーブ,,キャンバス×レザー,アメリカ製,ファスナー開閉、フラップ付きポケット×2、オープンポケット×1,底面の汚れ・擦れ、レザーベルトの擦れ、薄汚れがございます。やや使用感がございますが、大きく目立ったダメージはなく、全体的な状態は良好です。こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 14.57inch / 14.57inch / 3.94inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 37.0cm / 37.0cm / 10.0cm / cm / cm
Add,,,FILSON （フィルソン） ショルダーバッグ,バッグ ショルダーバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1036006063373043/c1087431/,24530,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203304301.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203304302.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404303.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404304.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404305.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404306.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404307.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404308.jpg|https://www.trefac.jp/img/img_db/1036006063373043/w500/2021071110203404309.jpg,,3000,,,FILSON （フィルソン）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】FILSON(フィルソン)
【アイテム名】ショルダーバッグ
【スタッフコメント】
【カラー】カーキ（タン）
【型番】70232
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 10.63inch / 14.76inch / 4.72inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 27.0cm / 37.5cm / 12.0cm / cm / cm
Add,,,FILSON （フィルソン） 24HR TIN BRIEFCASE,バッグ ショルダーバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3054000378222671/c1339538/,27830,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_01_9778.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_04_6019.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_02_1977.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_03_7627.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_05_1836.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_06_7018.jpeg|https://www.trefac.jp/img/img_db/3054000378222671/w500/3054000378222671_07_7700.jpeg,,3000,,,FILSON （フィルソン）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,24アワーティンブリーフケース厚手のコットンにオイルを染み込ませた防水性の高い生地を使用しています。武骨なアメカジテイストな2WAYショルダーバッグです。,ブラック,70140-OT,表側：15オンスオイルフィニッシュティンクロス裏側：9オンスドライフィニッシュシェルタークロスブライドルレザー,,ミリタリーアメカジアウトドア,こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 14.17inch / 16.93inch / 5.12inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 36.0cm / 43.0cm / 13.0cm / cm / cm
Add,,,Porsche Design （ポルシェ デザイン） ビジネスバッグ,バッグ ハンドバッグ トートバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1023006562401027/c1055032/,33330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391702702.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391702703.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391702704.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391802706.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391702701.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391802707.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391802708.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391802709.JPG|https://www.trefac.jp/img/img_db/1023006562401027/w500/2021061418391802710.JPG,,3000,,,Porsche Design （ポルシェ デザイン）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】Porsche Design(ポルシェ デザイン)
【アイテム名】ビジネスバッグ
【カラー】ブラック
【素材】レザー
【状態】こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 11.42inch / 17.32inch / 4.33inch / 0.98inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 29.0cm / 44.0cm / 11.0cm / 2.5cm / cm
Add,,,Porsche Design （ポルシェ デザイン） キャリーバッグ,バッグ その他バッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1062002290222496/c1101009/,11330,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949601.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949602.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949603.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949604.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949605.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949606.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116331949607.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116332049608.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116332049609.jpg|https://www.trefac.jp/img/img_db/1062002290222496/w500/2021072116332049610.jpg,,3000,,,Porsche Design （ポルシェ デザイン）,,メンズ／レディース,"★★☆☆☆☆（傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】Porsche Design(ポルシェ デザイン)
【アイテム名】LUGGAGE P 2000
【カラー】ブラック
【備考】下部剥がれ有り
【状態】こちらの商品は中古品の為、使用に伴いますキズ、汚れが各所に見受けられます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 14.57inch / 17.32inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 37.0cm / 44.0cm / cm / cm / cm
Add,,,campomaggi （カンポマッジ） ビンテージ加工レザーリュック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1053004722057606/c1126011/,27830,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260601.jpg|https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260602.jpg|https://www.trefac.jp/img/img_db/1053004722057606/w500/2021081111402260603.jpg,,3000,,,campomaggi （カンポマッジ）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",本体のみ,"【ブランド】CAMPOMAGGI(カンポマッジ)
【アイテム名】ビンテージ加工レザーリュック
【カラー】ブラウン
【型番】C06005VL
【製造国】イタリア製
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 15.75inch / 13.78inch / 3.94inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 40.0cm / 35.0cm / 10.0cm / cm / cm
Add,,,campomaggi （カンポマッジ） キャンバスバッグ,バッグ ハンドバッグ トートバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1053004722040606/c1126014/,14630,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132660601.jpg|https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132760602.jpg|https://www.trefac.jp/img/img_db/1053004722040606/w500/2021081111132760603.jpg,,3000,,,campomaggi （カンポマッジ）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",本体のみ,"【ブランド】CAMPOMAGGI(カンポマッジ)
【アイテム名】キャンバスバッグ
【カラー】ブラック×ブラウン
【製造国】イタリア製
【状態】こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 15.75inch / 13.58inch / 6.5inch / 7.48inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 40.0cm / 34.5cm / 16.5cm / 19.0cm / cm
Add,,,campomaggi （カンポマッジ） ナイロンリュック,バッグ リュック バックパック,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1004014297042004/c1328396/,27830,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_01_6126.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_02_5283.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_04_855.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_05_8004.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_03_8728.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_06_6023.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_07_17.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_08_9955.jpeg|https://www.trefac.jp/img/img_db/1004014297042004/w500/1004014297042004_09_6493.jpeg,,3000,,,campomaggi （カンポマッジ）,,メンズ／レディース,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,CAMPOMAGGIからナイロンリュックを買取入荷いたしました。CAMPOMAGGIはイタリア発のヴィンテージライクの人気バッグブランドです。全ての製品に洗いを一度かけており、一点一点違った味わいが特徴です。,グリーン,C020730ND X1212 F2622,レザー部分:牛革,イタリア,,こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 14.96inch / 11.81inch / 5.51inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 38.0cm / 30.0cm / 14.0cm / cm / cm
Add,,,HELMUT LANG （ヘルムートラング） カメラバック,バッグ ショルダーバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3017008422137380/c1238008/,25630,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_04_4706.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_10_7014.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_03_7358.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_01_5149.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_02_94.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_05_1324.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_06_7349.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_07_6532.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_09_3408.jpeg|https://www.trefac.jp/img/img_db/3017008422137380/w500/3017008422137380_08_2504.jpeg,,3000,,,HELMUT LANG （ヘルムートラング）,,メンズ／レディース,"★★☆☆☆☆（傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,カーキ,,ナイロン,,外部ポケット×1内部ポケット×1初期アーカイブ 本人期,全体的に色褪せ有り（8枚目参照）　こちらの商品は中古品の為、使用に伴いますキズ、汚れが各所に見受けられます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 10.24inch / 7.68inch / 2.76inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 26.0cm / 19.5cm / 7.0cm / cm / cm
Add,,,Titleist （タイトリスト） トートバッグ,バッグ ハンドバッグ トートバッグ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/1025003832105029/c1322736/,9130,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/1025003832105029/w500/1025003832105029_01_2779.jpeg|https://www.trefac.jp/img/img_db/1025003832105029/w500/1025003832105029_02_7100.jpeg|https://www.trefac.jp/img/img_db/1025003832105029/w500/1025003832105029_03_8009.jpeg|https://www.trefac.jp/img/img_db/1025003832105029/w500/1025003832105029_04_9952.jpeg|https://www.trefac.jp/img/img_db/1025003832105029/w500/1025003832105029_05_1604.jpeg,,3000,,,Titleist （タイトリスト）,,メンズ,"★★★★★★（未使用品）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,メルセデスベンツコラボの、ゴルフトートバッグになります。,,,,,,こちらの商品は未使用品になりますが、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 15.16inch / 19.49inch / 6.69inch / 10.63inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 38.5cm / 49.5cm / 17.0cm / 27.0cm / cm
Add,,,FREITAG （フライターグ） 財布,財布/服飾小物 ポーチ 小物入れ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3009003619971052/c1302764/,3828,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_01_329.jpeg|https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_02_5013.jpeg|https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_03_2274.jpeg|https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_04_2643.jpeg|https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_05_8296.jpeg|https://www.trefac.jp/img/img_db/3009003619971052/w500/3009003619971052_06_9213.jpeg,,3000,,,FREITAG （フライターグ）,,メンズ,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,グレー,,,,,擦れやヨゴレがございます。こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 3.15inch / 4.33inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 8.0cm / 11.0cm / cm / cm / cm
Add,,,FREITAG （フライターグ） 財布,財布/服飾小物 ポーチ 小物入れ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3009003619957052/c1302766/,3828,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_01_7634.jpeg|https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_02_5007.jpeg|https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_03_590.jpeg|https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_04_9696.jpeg|https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_05_9519.jpeg|https://www.trefac.jp/img/img_db/3009003619957052/w500/3009003619957052_06_9826.jpeg,,3000,,,FREITAG （フライターグ）,,レディース,"★★★☆☆☆（やや傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,レッド,,,,,汚れやスレがございます。こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 3.15inch / 3.94inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 8.0cm / 10.0cm / cm / cm / cm
Add,,,FREITAG （フライターグ） ポーチ,財布/服飾小物 ポーチ 小物入れ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3055000237793290/c1124689/,4928,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129001.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129002.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129003.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129004.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129005.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129006.jpg|https://www.trefac.jp/img/img_db/3055000237793290/w500/2021081216185129007.jpg,,3000,,,FREITAG （フライターグ）,,メンズ,"★★★★☆☆（使用感をあまり感じない）
                  ※コンディションについては お買い物について をご確認ください。",特になし,"【ブランド】FREITAG(フライターグ)
【アイテム名】ポーチ
【カラー】ブルー×ホワイト
【備考】クラッチバッグ

こちらの商品はあまり使用感の感じられない商品ですが、着用に伴う細かな傷、ヨゴレ、店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。",,,,,,,,Approx size(height / width / depth / handle / shoulder-strap): 6.69inch / 9.45inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 17.0cm / 24.0cm / cm / cm / cm
Add,,,FREITAG （フライターグ） 財布,財布/服飾小物 ポーチ 小物入れ,"=D2&"" ""&E2","=googletranslate(F2,""ja"",""en"")","=G2&"" ""&""ship from Japan""",=len(h2),"=AH2&"" | ""&AI2&"" | ""&"" Model: ""&AB2&"" | ""&""Material: ""&AC2&"" | ""&""An item has been used previously. For more details, please check the pictures carefully and judge the condition.""",https://www.trefac.jp/store/3009003619940052/c1302757/,4928,"全国一律 ¥550（税込）
                  ※一度に複数店舗からご購入の場合、送料や代引き手数料は1回分のみとなります。", ship from Japan,https://www.trefac.jp/img/img_db/3009003619940052/w500/3009003619940052_01_2314.jpeg|https://www.trefac.jp/img/img_db/3009003619940052/w500/3009003619940052_02_2447.jpeg|https://www.trefac.jp/img/img_db/3009003619940052/w500/3009003619940052_03_5608.jpeg|https://www.trefac.jp/img/img_db/3009003619940052/w500/3009003619940052_04_1943.jpeg|https://www.trefac.jp/img/img_db/3009003619940052/w500/3009003619940052_05_6562.jpeg,,3000,,,FREITAG （フライターグ）,,メンズ,"★★☆☆☆☆（傷や汚れがあり）
                  ※コンディションについては お買い物について をご確認ください。",特になし,,,ホワイト×レッド,,,,,全体に汚れや傷がございます。こちらの商品は中古品の為、使用に伴います細かなキズ、汚れがございます。店頭にて展示販売を行っている為、記載に無い細かなキズ、汚れが見受けられる場合がございます。,Approx size(height / width / depth / handle / shoulder-strap): 3.94inch / 7.87inch / inch / inch / inch,Approx size(height / width / depth / handle / shoulder-strap): 10.0cm / 20.0cm / cm / cm / cm
